Packet Size,Flow Duration,tls_entropy,label
1318.95614155885,766.6541953235094,0.25933829769579264,0
372.76474431246766,166.30326190820605,0.8396367873416363,0
506.2589590890135,176.74321181415243,0.8358663391253525,0
397.1950459377349,175.09338946250173,0.8749482496119706,1
1178.497006687889,793.0387480495718,0.32889565047895075,0
388.9064493167669,154.53396340408355,0.7946543413691903,0
400.11835965018287,146.7478260841947,0.8745648690376733,1
867.960365559625,810.2077203265561,0.8270053965850264,0
410.981530530943,192.22707180741114,0.8845781206803203,1
323.09082112503387,655.2147888410651,0.8699394165306229,1
351.78531458227695,161.37510539156938,0.7938608717545388,0
456.50628856819213,176.64599588963836,0.8173164249422022,0
408.3761176113329,962.930608130627,0.3627650539532924,0
421.57924242272105,170.1687185003506,0.7896097918003036,0
558.0574027543219,206.9342310736019,0.8433678186237005,0
379.78999699436156,107.70498543048356,0.8224946910825842,0
304.92456885314493,162.0611858428052,0.8122230111782102,0
380.06750847477133,165.38040279352833,0.8233288934726125,0
388.28861116133595,976.5295252376237,0.8967423439699775,1
367.24401259712585,156.7399504970659,0.8412611193119873,0
336.7063451020941,162.41621634904652,0.8669505151218754,1
318.4603205396761,138.1966054522179,0.867797578138067,1
434.60048902395954,159.97288563989116,0.8422711966010947,0
432.891528753291,166.64308118600454,0.8156031724952068,0
442.28060766787195,115.8840479767644,0.8460023989022146,1
416.8324002426685,180.95220936938006,0.8123717913878481,0
339.34312210730883,116.92989528117774,0.8168139601152691,0
447.0539997543176,196.5106145462082,0.824622615650812,0
441.032836972974,142.48289176535457,0.8226623685323944,0
461.30607528491936,143.30545377131207,0.9247114896947122,1
325.4214903938211,166.33947702567497,0.8509275032712971,0
411.28471886185895,182.6047541381433,0.8953045145771962,1
336.9651311726717,190.43247067660084,0.8450109814098387,0
376.0541878197132,138.38546617112422,0.8756587870665737,0
495.117342323471,214.3957264072803,0.8159207265569938,0
399.28542688728896,157.36780683093338,0.7742865573849059,0
